Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Total QMIs,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,QMI Incentive %age,QMI Incentive Amt.,QMI Incentive Type,To Be Built Incentive %age,To Be Built Incentive Amt.,To Be Built Incentive Type,Broker Incentive %age,Broker Incentive Amt.,Broker Incentive Type,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Survey Quarter,Annual Starts,Annual Closings,Quarterly Starts,Quarterly Closings,Excavation Count,Survey Stakes Count,Street Paving Count,Streets In Count,Vacant Developed Lot Count,Vacant Land Count,Under Construction Count,Finished Vacant Count,Models Count,Occupied Count,Future Inventory Count,VDL Months of Supply,Inventory Months of Supply,Finished Vacant Months of Supply,Profile Available,Active Adult,Zip Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001WpvECAS,Madeira Ranch/Homestead,Taylor Morrison,,Active,,,Detached,Single-Family,5775,55,55x105,10/29/2022,,123,114,9,5,11/11/2025,3.09,1.33,2.17,2.5,2127,2782,2495,677999,757999,722332.33,11/11/2025,3.75,,Other,,10000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,2.16,,,(916) 549-3103,https://www.taylormorrison.com/ca/sacramento/elk-grove/homestead-at-madeira-ranch,,364E5C11-4998-4DB8-94E5-BE26DB537F1B,2025Q3,42,33,17,16,0,0,0,0,0,0,18,3,2,100,0,0,8.4,1.1,TRUE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.39389,-121.40969
aAf3x000001WpvFCAS,Madeira Ranch/Orchard,Taylor Morrison,,Active,,,Detached,Single-Family,6300,60,60X105,11/17/2022,,173,124,49,4,11/11/2025,3.42,2.67,3,4.08,2480,3779,3206,752999,908999,818999,11/11/2025,,3.75,Other,,10000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,2.16,,,(916) 549-3103,https://www.taylormorrison.com/ca/sacramento/elk-grove/orchard-at-madeira-ranch,,59BB996D-A732-412A-A32A-6AC4AB32DC5E,2025Q3,49,51,14,17,0,0,0,0,52,0,20,0,2,99,0,12.7,5.2,0,TRUE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.39402,-121.40955
aAf3x000001WqBpCAK,Catalina at Delta Shores,Signature Homes,,Active,,,Detached,Single-Family,3200,40,40X80,6/24/2023,,136,57,79,2,12/1/2025,1.93,2,1.67,1.42,1940,2521,2242,580442,676894,622738.75,12/1/2025,,20000,Closing Cost w/ Preferred Lender,,10000,Closing Cost w/ Preferred Lender,2,,Base Price,140,,,1.15,mello roos 248/month,,(916) 256-2557,https://sighomes.com/catalina/,,71FA216D-FA50-484A-AB77-95B9C0C6920C,2025Q3,10,20,0,4,0,0,0,0,74,0,0,8,4,50,0,88.8,7.2,4.8,TRUE,Non Active Adult,95832,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Sacramento City Unified School District,John H. Still School,4,John H. Still School,4,Luther Burbank High School,4,Pocket / Land Park,38.45935,-121.48662
aAf3x000001WqBqCAK,Coronado at Delta Shores,Signature Homes,,Active,,,Detached,Single-Family,4000,50,50x80,6/24/2023,,87,80,7,,11/30/2025,2.71,3.67,2.33,2.25,2500,2871,2685,679380,705355,694318,11/30/2025,,20000,Closing Cost w/ Preferred Lender,,10000,Closing Cost w/ Preferred Lender,2,,Base Price,140,,,1.15,248/month mello roos,,(916) 426-4928,https://sighomes.com/coronado/,,35F7E197-0F29-4590-AA95-F715798A0113,2025Q3,18,21,8,7,0,0,0,0,2,0,11,6,3,65,0,1.3,11.4,3.4,TRUE,Non Active Adult,95832,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Sacramento City Unified School District,John H. Still School,4,John H. Still School,4,Luther Burbank High School,4,Pocket / Land Park,38.45937,-121.48678
aAf3x000001WqF2CAK,Dry Creek Oaks,Riverland Homes,,Active,,,Detached,Single-Family,5000,50,50x100,8/20/2022,,206,93,113,4,8/27/2025,2.54,4.33,3.67,2.5,1480,2105,1795,499900,599853,547039,12/10/2025,,15000,Closing Cost,,15000,Closing Cost w/ Preferred Lender,,,Flat,210.77,,,1.16,1205/yr mello roos,Active Adult,(916) 550-9621,https://riverlandhomes.com/dry-creek-oaks/,,FEAAD981-5F55-4509-9CB9-932EE7602320,2025Q3,38,41,10,14,0,0,0,0,75,0,18,7,5,101,0,23.7,8.8,2,TRUE,Active Adult,95632,Galt,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Galt Joint Union Elementary School District,River Oaks Elementary School,5,Mccaffrey Middle School,6,Galt High School,5,South Sacramento County,38.2524,-121.28653
aAf3x000001WqQHCA0,Trailside at The Rivers,Century Communities,"Century Communities, Inc.",Active,,,Detached,Single-Family,4500,,,12/29/2022,,120,102,18,4,9/23/2025,3.07,2.33,3.17,3.67,1910,2557,2242,560990,633990,600740,12/5/2025,,20000,Closing Cost w/ Preferred Lender,,20000,Closing Cost w/ Preferred Lender,,15000,Flat,334,,,1.7,,,(209) 327-5274,https://www.centurycommunities.com/find-your-home/california/northern-california-metro/west-sacramento/the-rivers/trailside-at-the-rivers,,9E180B4B-4BA6-4815-B643-B4029B051859,2025Q3,51,69,17,1,0,0,0,0,0,0,21,0,2,97,0,0,4,0,TRUE,Non Active Adult,95691,West Sacramento,Yolo,6113,"Sacramento-Roseville-Folsom, CA",40900,CA,,Westfield Village Elementary School; Westmore Oaks Elementary School,3; 3,Westfield Village Elementary School; Westmore Oaks Elementary School,3; 3,River City High School,7,West Sacramento,38.58046,-121.53023
aAf3x000001Wr7DCAS,Wildhawk South/Anchor,Taylor Morrison,,Active,,,Detached,Single-Family,5300,,55x100,6/17/2023,,264,109,155,10,12/8/2025,3.63,2,2.5,3.17,2262,2921,2600,617999,670999,642749,12/8/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.71,,,(916) 634-0975,https://www.taylormorrison.com/ca/sacramento/sacramento/anchor-at-wildhawk-south,,6DBF382A-9082-446E-9D35-531DA6E0E540,2025Q3,77,77,5,26,0,0,0,0,164,0,5,13,3,78,0,25.6,3.3,2,TRUE,Non Active Adult,95829,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Arnold Adreani Elementary School; Sierra-Enterprise Elementary School,8; 6,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Florin / Vineyard,38.4816,-121.32237
aAf3x000001WrYbCAK,Hamilton Park,KB Home,,Active,,,Detached,Single-Family,3000,,30x100,12/15/2024,,85,35,50,3,11/24/2025,3.06,2.33,3.33,,1400,2111,1781,479990,568990,522333,11/24/2025,,10000,Closing Cost w/ Preferred Lender,,10000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,2.04,,,(916) 252-4099,https://www.kbhome.com/new-homes-sacramento/hamilton-park?utm_source=bdx&utm_medium=listing&utm_division=Sacramento&utm_community=Hamilton Park,,1CE9FD8B-F7FB-4DDE-BE94-093DDF3BF0E2,2025Q3,38,20,10,10,0,0,0,0,45,0,11,7,2,20,0,14.2,12,4.2,TRUE,Non Active Adult,95624,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Ellen Feickert Elementary School; James A. Mckee Elementary School,6; 5,Joseph Kerr Middle School,7,Elk Grove High School,7,Laguna / Elk Grove,38.43413,-121.37166
aAf3x000001QHe8CAG,Wildhawk North/Oakbridge,Taylor Morrison,,Active,,,Detached,Single-Family,3200,32,32x100,10/22/2022,,229,145,84,3,12/8/2025,3.82,5,2.5,3.67,1854,2248,2057,497000,598999,559749.25,12/8/2025,,25000,Closing Cost w/ Preferred Lender,,25000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.86,,,(916) 634-0975,https://www.taylormorrison.com/ca/sacramento/sacramento/oakbridge-at-wildhawk-north,,EA73676D-87CE-4EA2-9F3B-E6886F74D5F4,2025Q3,62,48,18,14,0,0,0,0,101,0,24,0,2,106,0,19.5,6.5,0,TRUE,Non Active Adult,95829,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sierra-Enterprise Elementary School,6,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Florin / Vineyard,38.4819,-121.31615
aAf3x000001QHeDCAW,Wildhawk South/Latitude,Taylor Morrison,,Active,,,Detached,Single-Family,6300,,55x100,6/17/2023,,136,81,55,6,12/8/2025,2.69,2,1.83,1.92,2504,3392,2986,684999,779999,725249,12/8/2025,,20000,Closing Cost w/ Preferred Lender,,20000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.71,,,(916) 634-0975,https://www.taylormorrison.com/ca/sacramento/sacramento/latitude-at-wildhawk-south,,3175A917-EEC4-46E3-804F-CDB9C4AA5C39,2025Q3,4,25,0,0,0,0,0,0,85,0,0,1,3,47,0,255,1.9,0.5,TRUE,Non Active Adult,95829,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Arnold Adreani Elementary School; Sierra-Enterprise Elementary School,8; 6,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Florin / Vineyard,38.4816,-121.32237
aAf3x000001QIrHCAW,Canyon Creek,Fieldstone Communities,,Active,,,Detached,Single-Family,14520,,,10/29/2022,,23,21,2,2,12/5/2025,0.56,0.33,0.33,0.67,2713,4101,3337,1099900,1273055,1218193.2,12/5/2025,,,No Incentives Confirmed,,,No Incentives Confirmed,2,,Base Price,103,,,,,,(530) 288-6398,https://fieldstonecommunitiesllc.com/canyoncreek-auburn/,,BA50DE3E-066A-44DD-ABC5-CEED60A61C83,2025Q3,1,10,0,4,0,0,0,0,0,0,1,2,0,20,0,0,3.6,2.4,TRUE,Non Active Adult,95603,Auburn,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Auburn Union Elementary School District,Skyridge Elementary School,5,EV Cain Middle,4,Placer High School,8,Auburn / Granite Bay,38.87977,-121.06903
aAf3x000001QLqfCAG,Oakhaven,Blue Mountain Communities,,Active,,,Detached,Single-Family,22000,,,2/3/2024,,29,10,19,,10/10/2025,0.49,0,0.17,0.33,3442,4208,3825,1460000,1590000,1525000,10/10/2025,,,Other,,,Other,2,,Base Price,379,,,1,,,(707) 416-1712,https://bluemountaincommunities.com/communities/oakhaven-in-rescue/,,27362E23-5D84-40BC-8BA8-F047223F1B44,2025Q3,6,5,0,1,0,0,0,0,6,0,2,1,0,5,0,12,7.2,2.4,TRUE,Non Active Adult,95672,Rescue,El Dorado,6017,"Sacramento-Roseville-Folsom, CA",40900,CA,Rescue Union Elementary School District,Rescue Elementary School,7,Pleasant Grove Middle School,6,Ponderosa High School,9,Cameron Park,38.7014,-121.02248
aAf3x000001QMNwCAO,The Glen,Blue Mountain Communities,,Active,,,Detached,Single-Family,4500,,50x90,10/1/2022,,33,18,15,,11/17/2025,0.47,0,0.17,0.67,1873,2590,2343,804990,899990,861656.67,11/17/2025,5.88,,Other,,,No Incentives Confirmed,2,,Base Price,215,,,1.08,,,(707) 416-1712,https://bluemountaincommunities.com/communities/the-glen-granite-bay/,,F87EA3D9-1BE4-4A64-A2DB-D51964FECE97,2025Q3,5,9,0,1,0,0,0,0,7,0,1,5,2,18,0,16.8,10.7,6.7,TRUE,Non Active Adult,95746,Granite Bay,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Eureka Union School District,Oakhills Elementary School; Ridgeview Elementary School,10; 8,Willma Cavitt Junior High School,9,Granite Bay High School,10,Auburn / Granite Bay,38.73601,-121.17389
aAf3x000001QMbQCAW,Sycamore at Cypress,Woodside Homes,,Active,,,Detached,Single-Family,4750,,48x100,3/16/2023,,27,26,1,1,10/28/2025,0.82,0.67,0.5,0.58,2166,2879,2520,640990,735990,685990,10/28/2025,4.99,,Other,,,No Incentives Confirmed,2,,Base Price,0,,,1.71,,,(916) 358-0385,https://www.woodsidehomes.com/findmyhome/northern-california/rancho-cordova/sycamore,,1F8C5F08-9804-4360-9A4E-A96D956F9D7D,2025Q3,0,8,0,2,0,0,0,0,2,0,0,1,0,26,0,,1.5,1.5,TRUE,Non Active Adult,95742,Rancho Cordova,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sunrise Elementary School,7,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Rancho Cordova,38.54717,-121.19454
aAf3x000001QMbRCAW,Valley Oak at Cypress,Woodside Homes,,Active,,,Detached,Single-Family,5000,,48x100,4/1/2023,,50,45,5,1,10/28/2025,1.44,1.33,0.83,1.25,1868,2433,2152,594990,674990,633990,10/28/2025,4.99,,Other,,,No Incentives Confirmed,2,,Base Price,0,,,1.76,,,(916) 358-0385,https://www.woodsidehomes.com/findmyhome/northern-california/rancho-cordova/valley-oak-arista,,A03DDBBE-83BF-4A45-A071-0C21BBDC46D8,2025Q3,13,14,0,3,0,0,0,0,2,0,4,5,2,38,0,1.8,9.4,4.3,TRUE,Non Active Adult,95742,Rancho Cordova,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sunrise Elementary School,7,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Rancho Cordova,38.54714,-121.19456
aAf3x000001QNIECA4,Cresleigh Ranch/Magnolia Station,Cresleigh Homes,,Active,,,Detached,Single-Family,8850,,78x100,3/18/2023,,81,72,9,3,11/10/2025,2.24,0,0.17,1.17,2293,3731,2993,693000,865000,773200,11/10/2025,4,,Closing Cost w/ Preferred Lender,4,,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.6,,,(916) 333-1919,https://cresleigh.com/magnolia-station/,,6BA25BE8-DAAD-4E2B-8913-94138C7FB033,2025Q3,12,20,0,3,0,0,0,0,0,0,5,2,3,71,0,0,6,1.2,TRUE,Non Active Adult,95742,Rancho Cordova,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sunrise Elementary School,7,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Rancho Cordova,38.55631,-121.22176
aAf3x000001QNSVCA4,Estates at Newport,Seeno Homes,,Active,,,Detached,Single-Family,5500,,55x100,10/1/2022,,159,62,97,,10/15/2025,1.68,3.67,1.83,1.5,2105,3123,2716,741000,874000,814500,11/12/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,1.5,,Final Price,0,,,,,,(925) 440-3055,http://www.discoveryhomes.com/west-sacramento-ca/the-estates-at-newport,,84D67196-C1D2-4F19-9B7C-6D4B942C4772,2025Q3,26,16,5,0,0,0,46,0,23,0,20,4,4,62,46,10.6,21,3,TRUE,Non Active Adult,95691,West Sacramento,Yolo,6113,"Sacramento-Roseville-Folsom, CA",40900,CA,,Stonegate Elementary School,6,Stonegate Elementary School,6,River City High School,7,West Sacramento,38.54786,-121.51609
aAf3x000001QNcDCAW,RiverView,Reynen & Bardis Homes,,Active,,,Detached,Single-Family,5000,50,50x100,6/17/2023,,30,23,7,4,11/20/2025,0.78,1.33,0.67,0.5,1895,3388,2749,725086,829990,514346.5,11/20/2025,,40000,Closing Cost w/ Preferred Lender,,,No Incentives Confirmed,,10000,Flat,165,,,1.25,mello roos,,(916) 437-4337 / (916) 41,https://www.rbhomes.com/communities/riverview/,,BBDD0500-3085-4ED4-9C95-8F5D3BB92E11,2025Q3,1,9,1,1,0,0,0,0,2,0,1,5,4,18,0,24,13.3,6.7,TRUE,Non Active Adult,95683,Rancho Murieta,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Cosumnes River Elementary School,8,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,East Sacramento County,38.48926,-121.07484
aAf3x000001QPscCAG,Villas at The Preserve,KB Home,,Active,,,Detached,Single-Family,5000,,,10/20/2023,,193,122,71,4,12/4/2025,4.73,6.33,3.33,4.67,1552,2802,2198,484990,595990,524323.33,12/4/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,2,,Base Price,144,,,1.8,,Temporarily Sold Out,(916) 299-9330,https://www.kbhome.com/new-homes-sacramento/villas-at-the-preserve?utm_source=bdx&utm_medium=listing&utm_division=Sacramento&utm_community=Villas%20at%20The%20Preserve,,55C2F8AF-F4DD-4418-8E5D-F87DE2B64916,2025Q3,73,54,8,17,0,0,33,0,54,0,18,10,3,75,33,8.9,6.9,2.2,TRUE,Non Active Adult,95843,Antelope,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Center Joint Unified School District,Arthur S. Dudley Elementary School,4,Wilson C. Riles Middle School,5,Center High,7,Antelope,38.71012,-121.38708
aAf3x000001QUZbCAO,Wildhawk North/Trailhead,Taylor Morrison,,Active,,,Detached,Single-Family,3600,,36x100,1/7/2023,,230,103,127,4,12/8/2025,2.91,2.67,1.67,1.67,2188,2437,2307,580999,614999,598249,12/8/2025,,25000,Closing Cost w/ Preferred Lender,,25000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.86,,,(916) 685-1808 »,https://www.taylormorrison.com/ca/sacramento/sacramento/trailhead-at-wildhawk-north,,5E3B55F3-B1CD-4F27-8675-D1531A8D610C,2025Q3,26,27,10,5,0,0,0,0,130,0,10,2,3,86,0,60,6.7,0.9,TRUE,Non Active Adult,95829,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Arnold Adreani Elementary School,8,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Florin / Vineyard,38.48124,-121.32144
aAf3x000001QXHGCA4,Crowne Point/Woods,Tim Lewis Communities,,Active,,,Detached,Single-Family,6500,65,65x100,2/3/2024,,55,31,24,8,11/3/2025,1.46,1,0.67,1.92,2459,4080,3223,1004500,1214500,1118715,11/3/2025,2.5,,Closing Cost w/ Preferred Lender,,,Options/Upgrades,,15000,Flat,120,,,1.05,,,(916) 787-9495,https://www.timlewis.com/communities/the-woods-at-crowne-point/,,9B3135C4-C879-4484-8C4E-22BBBF3EFD56,2025Q3,20,19,3,8,0,0,0,0,12,0,12,6,2,23,0,7.2,12.6,3.8,TRUE,Non Active Adult,95677,Rocklin,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Loomis Union Elementary School District,,,,,Del Oro High School,10,Auburn / Granite Bay,38.79742,-121.19677
aAf3x000001QYqhCAG,Westbourne at The Grove,KB Home,,Active,,,Detached,Single-Family,4275,45,45x95,11/17/2023,,123,116,7,2,12/1/2025,4.69,1,0.83,3.58,1552,2124,1793,600870,798610,677095,12/7/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.05,,,(916) 642-8590 / 916-640-,https://www.kbhome.com/new-homes-sacramento/westbourne-at-the-grove?utm_source=bdx&utm_medium=listing&utm_division=Sacramento&utm_community=Westbourne%20at%20The%20Grove,,D7695287-C8DC-47DF-A08C-CBFB3C5FF8F2,2025Q3,64,80,7,16,0,0,0,0,0,0,7,7,3,106,0,0,2.5,1.1,TRUE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.38479,-121.39705
aAf3x000001QZhlCAG,Cortese at Vineyard Parke,Lennar,,Active,,,Detached,Single-Family,4050,45,45x90,6/3/2023,,160,156,4,2,12/3/2025,5.14,1.33,2,3.5,2107,2776,2425,677990,723490,703490,12/3/2025,,,No Incentives Confirmed,,,No Incentives Confirmed,,,Other,0,,,1.05,,,(916) 740-9426,https://www.lennar.com/new-homes/california/sacramento/sacramento/cortese-at-vineyard-parke,,B87CA5B3-F481-41C1-B5E9-9AFA9773AD62,2025Q3,36,58,0,18,0,0,0,0,0,0,4,9,6,141,0,0,3.9,1.9,TRUE,Non Active Adult,95829,Sacramento,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Sierra-Enterprise Elementary School,6,Katherine L. Albiani Middle School,8,Pleasant Grove High School,9,Florin / Vineyard,38.49214,-121.37236
aAf3x000001Qct3CAC,Hayworth at The Grove,KB Home,,Active,,,Detached,Single-Family,5775,,55x105,1/26/2024,,90,84,6,4,12/1/2025,3.75,1.67,1.67,2.58,2002,3061,2481,695000,777740,737480.83,12/1/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.05,,,(916) 647-5625,https://www.kbhome.com/new-homes-sacramento/hayworth-at-the-grove,,FFB4FB23-7BB7-4C45-9305-6D4228C50CA1,2025Q3,30,66,1,11,0,0,0,0,0,0,0,9,0,81,0,0,1.6,1.6,TRUE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.39016,-121.39205
aAf3x000001Qct8CAC,Fairfax at The Grove,KB Home,,Active,,,Detached,Single-Family,4725,,45x105,1/26/2024,,125,106,19,4,12/1/2025,4.73,1.67,1.83,3.75,1550,2713,2150,593775,738850,668234,12/2/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.05,,,(916) 647-5965,https://www.kbhome.com/new-homes-sacramento/fairfax-at-the-grove,,A3C8108A-B359-4C0E-AB60-32403989D19A,2025Q3,71,81,15,6,0,0,0,0,1,0,18,10,3,93,0,0.2,4.6,1.5,TRUE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.39005,-121.39263
aAf3x000001QdJeCAK,Magnolia Village,Williams Homes,,Active,,,Attached,Townhomes,,,,5/1/2024,,32,29,3,4,12/5/2025,1.5,1.33,2.5,2.08,1494,1714,1604,417990,419990,418990,12/5/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,2,,Base Price,351,,,1.76,,Townhomes,(800) 701-9857,https://www.williamshomes.com/new-home-communities/northern-california-sacramento/magnolia-village,,F2032351-6B1D-4315-B329-FEAFB885F39B,2025Q3,16,17,8,6,0,0,0,0,0,0,8,5,2,17,0,0,10.6,3.5,TRUE,Non Active Adult,95648,Lincoln,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Western Placer Unified School District,Creekside Oaks Elementary School,3,Glen Edwards Middle School,5,Lincoln High School,6,Lincoln,38.89266,-121.31
aAf3x000001QeDXCA0,Park at Granite Bay,Woodside Homes,,Active,,,Detached,Single-Family,8058,,56x105x66,6/22/2024,,55,23,32,,11/13/2025,1.36,1.33,1.83,1.42,2660,3948,3267,1013990,1248990,1137740,11/13/2025,,20000,Closing Cost w/ Preferred Lender,,,Options/Upgrades,2,,Final Price,273,,,1.05,,,(877) 590-4395,https://www.woodsidehomes.com/findmyhome/northern-california/granite-bay/the-park-at-granite-bay,,82884D76-F8A6-4B8D-9299-AA4FE986EA9E,2025Q3,3,11,0,5,0,0,0,0,35,0,2,3,2,13,0,140,7.6,3.3,TRUE,Non Active Adult,95661,Granite Bay,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Eureka Union School District,Maidu Elementary School; Excelsior Elementary School,8; 7,Olympus Junior High School,9,Granite Bay High School,10,Roseville,38.72614,-121.22675
aAf3x000001QeGRCA0,Cottages at The Preserve,KB Home,,Active,,,Detached,Single-Family,3500,35,35x100,4/6/2024,,70,69,1,1,12/4/2025,3.42,0.33,0.67,1.92,1537,1824,1669,477330,610033,533462.67,12/4/2025,,5000,Closing Cost w/ Preferred Lender,,,No Incentives Confirmed,2,,Base Price,144,,,1.8,,,(916) 680-6520,https://www.kbhome.com/new-homes-sacramento/cottages-at-the-preserve?utm_source=bdx&utm_medium=listing&utm_division=Sacramento&utm_community=Cottages%20at%20The%20Preserve,,621E7430-6683-4226-81C6-2760F0105E38,2025Q3,38,56,1,15,0,0,0,0,0,0,8,0,1,61,0,0,1.9,0,TRUE,Non Active Adult,95843,Antelope,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Center Joint Unified School District,Arthur S. Dudley Elementary School,4,Wilson C. Riles Middle School,5,Center High,7,Antelope,38.71011,-121.38782
aAf3x000001Qed1CAC,Highland at The Grove,KB Home,,Active,,,Detached,Single-Family,4750,50,50X95,11/4/2023,,167,121,46,3,12/1/2025,4.8,4,3.17,3.92,1429,1824,1663,559000,601990,583250,12/9/2025,,5000,Closing Cost w/ Preferred Lender,,5000,Closing Cost w/ Preferred Lender,2,,Base Price,0,,,1.9,,,(916) 647-5950,https://www.kbhome.com/new-homes-sacramento/highland-at-the-grove,,97BB8EB5-C826-4D97-B274-6CD68045D067,2025Q3,63,65,11,10,0,0,0,0,40,0,11,12,2,102,0,7.6,4.6,2.2,TRUE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.38348,-121.39824
aAf3x000001QejBCAS,Paseos at Carmichael,Homes by Towne,,Active,,,Detached,Single-Family,4500,,45x100,12/2/2023,,46,17,29,8,10/10/2025,0.75,1.67,1,1.17,1143,1938,1497,568000,625500,591166.67,10/10/2025,,,,,,,,,,,,,,,,916-262-8800,https://homesbytowne.com/california/the-paseos-at-carmichael,,B900A872-8928-42D6-AED9-20983E60B747,2025Q3,22,10,5,1,0,0,0,0,6,0,16,12,0,11,0,3.3,33.6,14.4,TRUE,Non Active Adult,95608,Carmichael,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,San Juan Unified School District,Carmichael Elementary School,3,John Barrett Middle School,5,Del Campo High School,5,Carmichael / Fair Oaks,38.63772,-121.31121
